Archivo;Fallo
dumbbell_raise.png;"Falta de sombra de contacto en la parte inferior del cuerpo del modelo, lo que implica levitación o ausencia de apoyo físico en una superficie. En un ejercicio de pie como el ""dumbbell raise"", es crítico demostrar la interacción del sujeto con el suelo para una correcta representación biomecánica y física."
dumbbell_scaption.png;"BIOMECÁNICA/ANATOMÍA - El ejercicio en la imagen no se corresponde con la ejecución estándar de un ""dumbbell scaption"" (escápula con mancuernas). La postura mostrada es una posición inicial o de preparación para un ejercicio, pero no la fase de elevación o ejecución de la escápula, que implica la abducción del brazo en el plano escapular. La imagen no representa el movimiento biomecánico del ejercicio nombrado."
dumbbell_seated_box_jump.png;Sujeto Incorrecto: La imagen muestra a la modelo realizando un squat con mancuernas. Esto es inconsistente con el nombre de archivo 'dumbbell_seated_box_jump.png', que sugiere un ejercicio diferente que involucraría un salto y/o un banco. La representación visual no coincide con la descripción del ejercicio.
dumbbell_seated_one_leg_calf_raise.png;BIOMECÁNICA/ANATOMÍA - El ejercicio realizado en la imagen no se corresponde con el nombre del archivo 'dumbbell_seated_one_leg_calf_raise'. La postura y la acción ejecutada no representan un levantamiento de pantorrilla a una pierna sentado (calf raise), sino que se asemeja más a un ejercicio de elevación de pierna o core. La pesa no está colocada ni utilizada de una manera que active biomecánicamente los gemelos para un calf raise.
dumbbell_shrug.png;"BIOMECÁNICA/ANATOMÍA - La ejecución del ejercicio, si se pretende que sea un ""dumbbell shrug"" (encogimiento de hombros con mancuernas), es incorrecta. En un encogimiento de hombros estándar, los brazos deben permanecer mayormente extendidos con las mancuernas colgando a los lados, y el movimiento principal es la elevación vertical de los hombros. La imagen muestra una flexión significativa de los codos, llevando las mancuernas a la altura de los hombros, lo cual no es característico de un encogimiento de hombros y desvía la activación muscular principal del trapecio al introducir una acción de bíceps y deltoides."
dumbbell_side_bend.png;Sujeto Incorrecto: La ejecución del ejercicio en la imagen no se corresponde con la forma real estándar de un 'dumbbell side bend'. El modelo realiza una flexión de tronco y rotación que no es propia de dicho ejercicio, que implica una flexión lateral de la columna.
dumbbell_squat_to_a_bench.png;"BIOMECÁNICA/ANATOMÍA (CRÍTICO) - El ejercicio denominado ""dumbbell squat to a bench"" implica la realización de una sentadilla hasta que los glúteos hacen contacto con el banco (sentadilla en caja). En la imagen, el modelo se encuentra en la parte inferior de la sentadilla, pero está flotando visiblemente sobre el banco sin hacer contacto, lo que representa una ejecución incompleta o incorrecta del ejercicio especificado."
dumbbell_step_ups.png;"BIOMECÁNICA/ANATOMÍA (CRÍTICO) - El nombre del archivo 'dumbbell_step_ups.png' implica un ejercicio de ""step-up"" (subida a un escalón/plataforma). Sin embargo, la imagen carece completamente de la plataforma o escalón necesario para la ejecución de dicho ejercicio. El modelo está simplemente levantando la pierna en el aire mientras sostiene una mancuerna, lo cual no representa el ejercicio ""step-up"" en su totalidad o de manera funcional. Es una incoherencia flagrante entre la denominación y la representación visual del ejercicio."
dumbbell_tricep_extension__pronated_grip.png;"BIOMECÁNICA/ANATOMÍA CRÍTICA - Sujeto Incorrecto. La pose del modelo NO corresponde a una ""dumbbell tricep extension"" (extensión de tríceps con mancuerna), y mucho menos con un ""pronated grip"" (agarre pronado), como sugiere el nombre del archivo. La ejecución mostrada es más consistente con un curl de bíceps. Esta inconsistencia es un fallo crítico de identificación y biomecánica del ejercicio."
dynamic_back_stretch.png;GRAVEDAD/LEVITACIÓN CRÍTICO - El modelo carece de sombra de contacto en los pies o cualquier indicación visual de apoyo real sobre una superficie. Al estar aislado sobre un fondo blanco puro y sin suelo visible, parece flotar en el aire, lo cual es una incoherencia física.
elbow_to_knee.png;"El ejercicio representado en la imagen (una postura de V-sit o ""boat pose"") no corresponde con la ejecución real estándar del ejercicio sugerido por el nombre de archivo 'elbow_to_knee'. La ejecución estándar del ""elbow to knee"" implica un movimiento de aproximación del codo a la rodilla (frecuentemente opuesta) o una posición específica no reflejada en la imagen."
elevated_back_lunge.png;"Sujeto Incorrecto. La imagen se titula 'elevated_back_lunge.png', lo que implica una elevación del pie trasero. Sin embargo, el ejercicio mostrado es un lunge de rodillas o lunge estático con la rodilla trasera en el suelo. Esto no se corresponde con la ejecución estándar de un ""elevated back lunge"" (o sentadilla búlgara), que requiere que el pie trasero esté elevado sobre una superficie. Hay una clara inconsistencia biomecánica entre el título del ejercicio y su representación visual."
elevated_cable_rows.png;"Incoherencia biomecánica: El ejercicio mostrado es un cable chest fly (cruce de poleas para pecho), no un ""elevated cable row"" (remo con polea elevada), como indica el nombre del archivo. Son dos ejercicios con patrones de movimiento y músculos objetivo completamente diferentes. El sujeto está ejecutando un ejercicio incorrecto con respecto a la categorización implícita del archivo."
exercise_ball_pull_in.png;"Sujeto Incorrecto: La imagen no representa el ejercicio ""exercise ball pull-in"" (también conocido como Stability Ball Knee Tuck o Pike). El ""pull-in"" implica estar en posición de plancha con los pies sobre la pelota y tirar de las rodillas hacia el pecho. La modelo en la imagen está realizando una variación de puente o hip thrust con la espalda apoyada en la pelota y los pies en el suelo, lo cual es un ejercicio diferente."
external_rotation.png;"Falta de indicación de apoyo real. El fondo completamente blanco no muestra superficie de contacto ni sombra que confirme que el modelo no está levitando o suspendido en un entorno sin gravedad. No se cumple el requisito de ""sombra de contacto en los pies/asiento que indique apoyo real"", lo cual es un fallo crítico de coherencia física y gravedad."
external_rotation_with_band.png;BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto. La imagen se titula 'external_rotation_with_band.png', lo que implica que el ejercicio representado es una rotación externa con banda. Sin embargo, la ejecución mostrada no corresponde a una rotación externa estándar de hombro, que típicamente se enfoca en los músculos del manguito rotador mediante una rotación del húmero. La postura actual del modelo, con la banda anclada bajo el pie y ambas manos sujetando la banda en el centro del cuerpo, es más propia de un ejercicio de anti-rotación o de prensas rotacionales (ej: Pallof Press o Band Chop), no de una rotación externa de hombro. La ejecución del ejercicio no se alinea con la denominación biomecánica esperada.
external_rotation_with_cable.png;"BIOMECÁNICA/ANATOMÍA CRÍTICO - El ejercicio mostrado NO se asemeja a la ejecución real estándar de una ""rotación externa con cable"". La modelo realiza un jalón o remo con cable bilateral, con los brazos extendidos y el cuerpo inclinado hacia atrás, lo cual es incorrecto para una rotación externa de hombro, que típicamente se realiza de forma unilateral, con el codo pegado al cuerpo y rotación del antebrazo. Además, la ausencia de una sombra de contacto definida en los pies o el punto de apoyo, debido al fondo blanco puro, hace que la modelo parezca carecer de un apoyo gravitacional explícito."
face_pull.png;"El ejercicio representado en la imagen no corresponde a un ""face pull"". La ejecución mostrada es de un cable chest press o fly, lo cual es incorrecto para el ejercicio que el nombre del archivo 'face_pull.png' sugiere. Esto constituye un ""Sujeto Incorrecto"" bajo la categoría de Biomecánica/Anatomía."
finger_curls.png;Biomecánica/Anatomía - Sujeto Incorrecto: La imagen, asociada al nombre de archivo 'finger_curls.png', muestra a la modelo realizando un curl de bíceps con barra EZ. Este ejercicio NO se corresponde con la ejecución real estándar de un 'finger curl', que es un ejercicio de aislamiento para los flexores del antebrazo y dedos, y no para el bíceps.
flat_bench_leg_pull_in.png;"Biomecánica / Ejecución Estándar: La modelo presenta una lordosis lumbar (arco en la espalda baja) excesivamente pronunciada. Si bien no es una postura anatómicamente imposible, desde una perspectiva biomecánica para el ejercicio de ""leg pull-in"" en banco plano, se considera una ejecución subóptima. Una forma estándar y más eficiente para este ejercicio abdominal buscaría una mayor estabilidad lumbar, con la espalda baja más cercana a una posición neutra o una ligera retroversión pélvica, para maximizar la activación del recto abdominal y minimizar la tensión innecesaria en la columna lumbar. La postura actual puede indicar una activación insuficiente del core profundo o una excesiva dominancia de los flexores de cadera, comprometiendo la calidad del movimiento y la seguridad espinal."
flexor_incline_dumbbell_curls.png;"El ejercicio ejecutado en la imagen no se corresponde con la descripción del archivo 'flexor_incline_dumbbell_curls.png'. Un ""incline dumbbell curl"" (curl con mancuernas en banco inclinado) se realiza sentado en un banco con una inclinación específica. El modelo en la imagen está de pie, en una postura de flexión de cadera y rodillas, realizando un curl de bíceps, lo cual es una ejecución biomecánicamente distinta y no concuerda con la designación ""incline"". Esto representa una incoherencia crítica en la correspondencia entre la imagen y su denominación."
floor_glute_ham_raise.png;BIOMECÁNICA/ANATOMÍA (CRÍTICO) - El ejercicio mostrado no corresponde con la ejecución estándar de un 'Floor Glute-Ham Raise'. La imagen representa una variación de plancha inversa o L-sit, que trabaja principalmente tríceps, hombros, core y flexores de cadera, no los isquiotibiales y glúteos como en un Glute-Ham Raise.
floor_press.png;"BIOMECÁNICA/ANATOMÍA - El ejercicio en la imagen no se parece a la ejecución real estándar de un ""floor press"". Un floor press se realiza acostado boca arriba, presionando la barra hacia arriba. La modelo está en posición prona, con la barra peligrosamente posicionada debajo del cuello/mentón, lo cual no es una ejecución biomecánicamente correcta ni segura para ningún ejercicio de fuerza con barra. La postura es antinatural y no funcional como ejercicio de levantamiento de pesas."
floor_press_with_chains.png;"Incoherencia crítica. El nombre del archivo 'floor_press_with_chains.png' implica un ejercicio de ""floor press"", que se realiza acostado boca arriba en el suelo, levantando una barra. La imagen, sin embargo, muestra una flexión de brazos (push-up) con barra y cadenas. El ejercicio representado no corresponde con el ejercicio implícito en la denominación, siendo este un ""Sujeto Incorrecto"" en relación al contexto proporcionado."
flutter_kicks.png;"Sujeto Incorrecto: La postura en la imagen NO corresponde a la ejecución estándar de ""flutter kicks"", que se realizan tumbado boca arriba. La imagen muestra una posición de cuadrupedia o inicio de ""mountain climber"", lo cual es una incoherencia biomecánica fundamental si el ejercicio pretendido es el indicado en el nombre de archivo."
front_barbell_squat.png;"El ejercicio representado es un ""Back Barbell Squat"" (sentadilla con barra trasera), mientras que el nombre del archivo y la descripción implican un ""Front Barbell Squat"" (sentadilla con barra delantera). La barra está apoyada en los trapecios superiores/deltoides posteriores, lo cual es incorrecto para una sentadilla frontal donde la barra debe descansar sobre los deltoides anteriores. Esto constituye un ""Sujeto Incorrecto"" bajo la categoría de BIOMECÁNICA/ANATOMÍA, ya que el ejercicio no se corresponde con la ejecución real estándar del ""front barbell squat""."
front_barbell_squat_to_a_bench.png;"BIOMECÁNICA/ANATOMÍA - La ejecución del ejercicio ""squat a un banco"" (squat to a bench) es inconsistente con el nombre. En un squat a un banco, se espera que los glúteos del ejecutante hagan contacto con el banco. En la imagen, hay un espacio visible entre los glúteos de la modelo y la superficie del banco, lo que indica que no hay contacto."
front_cable_raise.png;"Sujeto Incorrecto - La ejecución del ejercicio en la imagen, si bien es un movimiento de cable válido, no corresponde a la biomecánica estándar y la trayectoria típica de una ""Elevación frontal con cable"" (Front Cable Raise), que generalmente implica un agarre desde un punto bajo y un movimiento ascendente. En la imagen, el cable proviene de un punto más alto y el movimiento es hacia abajo y adelante con una inclinación pronunciada, lo que lo clasifica como un ejercicio diferente (ej. un cable pull-through o chop)."
front_dumbbell_raise.png;Sujeto Incorrecto - La imagen, titulada 'front_dumbbell_raise.png', no muestra la ejecución del ejercicio de elevación frontal con mancuernas, sino una postura estática inicial o final. No se observa la acción biomecánica principal del ejercicio al que hace referencia el archivo.
front_incline_dumbbell_raise.png;"BIOMECÁNICA/ANATOMÍA CRÍTICA: El ejercicio en la imagen NO se parece a la ejecución real estándar del ""front incline dumbbell raise"". La postura del modelo (arrodillado, inclinado hacia adelante con las mancuernas en el suelo) es inconsistente con la biomecánica y la configuración de un 'front incline dumbbell raise', que se realiza típicamente de pie o sentado en un banco inclinado para trabajar los deltoides anteriores."
front_plate_raise.png;"Biomecánica/Anatomía - El ejercicio en la imagen no se parece a la ejecución real estándar de un ""front plate raise"". El modelo está en una posición de sentadilla profunda sosteniendo el disco entre las piernas, lo cual no es el punto de inicio ni una fase reconocible del levantamiento frontal con disco. Constituye una ejecución de ejercicio diferente (ej. sentadilla con disco o peso muerto)."
front_raise_and_pullover.png;"El ejercicio representado no se corresponde biomecánicamente con la ejecución estándar de un ""front raise"" ni de un ""pullover"", los ejercicios que se infieren del nombre del archivo. La configuración del equipo con la barra adaptada para una tracción de cable horizontal y la postura en sentadilla no guardan relación con la mecánica de un ""front raise"" (elevación frontal) o un ""pullover"" (extensión superior sobre banco), lo que indica un ""Sujeto Incorrecto"" según el checklist."
front_two_dumbbell_raise.png;"BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto. La postura mostrada no corresponde a la ejecución real estándar del inicio de una ""elevación frontal con mancuernas"" (front dumbbell raise). Esta posición se asemeja más al levantamiento inicial de las pesas del suelo o al inicio de un peso muerto rumano o remo con mancuernas, no al punto de partida para la elevación frontal, que típicamente comienza con las mancuernas ya sostenidas frente a los muslos en una postura más erguida."
full_range_of_motion_lat_pulldown.png;"BIOMECÁNICA/ANATOMÍA - La ejecución del ""lat pulldown"" no se corresponde con la forma estándar y segura. El ejercicio se realiza de pie sin estabilización, lo cual es ineficaz para aislar los dorsales y aumenta el riesgo de compensación. Además, la barra se tira por detrás de la cabeza, una variante que no es la ejecución real estándar debido al riesgo elevado de impingement y estrés en la articulación del hombro, haciendo que la técnica sea biomecánicamente subóptima y potencialmente lesiva."
gironda_sternum_chins.png;"El ejercicio implícito en el nombre de archivo ('Gironda Sternum Chins') no se corresponde con la pose ni el equipo mostrado. Un ""Gironda Sternum Chin"" es una variación de dominada que implica jalar el esternón hacia la barra, generalmente con un agarre muy amplio, mientras que la imagen muestra a un modelo posando estáticamente con una barra de lat pulldown detrás del cuello, lo cual no representa la ejecución real estándar de dicho ejercicio."
glute_ham_raise.png;"El ejercicio representado en la imagen NO corresponde con el nombre de archivo 'glute_ham_raise.png'. Un ""Glute-Ham Raise"" es un ejercicio específico que se realiza en una máquina GHD (Glute-Ham Developer), donde el usuario se apoya y ancla los pies para realizar una extensión del tronco. La imagen muestra a la modelo en el aire, sujetando un equipo que no es una máquina GHD, y en una postura que no se asemeja en absoluto a la ejecución biomecánica estándar de un glute-ham raise. Esto constituye un fallo crítico de ""Sujeto Incorrecto"" bajo el criterio de Biomecánica/Anatomía."
glute_kickback.png;Modelo flotando en el aire sin punto de apoyo visible. Aunque existe una sombra proyectada, no hay sombra de contacto que indique un apoyo real con el suelo o cualquier equipo.
gorilla_chin_crunch.png;El torso y las caderas del modelo están elevados sin puntos de apoyo visibles para una pose estática. Si bien los pies están en el suelo, las manos del modelo están flexionadas sobre el pecho y no proporcionan soporte, lo que hace que la elevación y estabilidad del tronco y las caderas sean biomecánicamente insostenibles y sugieran levitación o soporte invisible.
groiners.png;"BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto. La postura del modelo no se corresponde con la ejecución estándar del ejercicio ""groiner"" (o ""lizard stretch"") que el nombre de archivo 'groiners.png' implica. Un groiner típicamente involucra una pierna extendida hacia atrás y la otra flexionada hacia adelante desde una posición de plancha, o un movimiento dinámico de flexión de cadera unilateral. La imagen muestra una sentadilla profunda o flexión de cadera bilateral y estática."
hammer_grip_incline_db_bench_press.png;"La modelo está realizando un ""press de banca inclinado con mancuernas"", pero el banco inclinado, que es el equipo fundamental y de soporte para este ejercicio, está completamente ausente. Esto implica que la modelo está levitando en una posición inclinada, lo cual es una incoherencia física y de gravedad crítica."
hamstring_stretch.png;Inconsistencia biomecánica crítica: El ejercicio representado es un estiramiento de cuádriceps, NO un estiramiento de isquiotibiales (hamstring stretch), lo cual contradice directamente el nombre del archivo 'hamstring_stretch.png'.
handstand_push_ups.png;Inconsistencia en la iluminación y la proyección de sombras. Aunque las manos que sirven de apoyo proyectan sombras de contacto claras y definidas, el resto del cuerpo elevado (torso y piernas) no proyecta una sombra coherente sobre el fondo. La ausencia de una sombra difusa o extendida de la masa corporal suspendida detrás de las manos, dada la intensidad de las sombras de contacto, crea la impresión de que parte del modelo está levitando o desconectado de la interacción lumínica y gravitatoria del entorno.
hang_clean.png;"Sujeto Incorrecto - La posición inicial mostrada en la imagen no corresponde con la ejecución estándar de un ""hang clean"". Un ""hang clean"" se inicia con la barra elevada del suelo (típicamente desde la altura de la rodilla o el muslo), mientras que la imagen muestra la barra en el suelo, lo cual sería el inicio de un ""clean"" desde el suelo o un ""deadlift""."
hanging_bar_good_morning.png;"BIOMECÁNICA/ANATOMÍA CRÍTICO - La ejecución del ejercicio, denominado 'hanging bar good morning', no se asemeja a la técnica estándar o a una variación reconocida y biomecánicamente coherente del ejercicio ""Good Morning"". La combinación de suspensión con TRX y la barra sostenida en la parte anterior altera fundamentalmente la carga, el patrón de movimiento y la activación muscular esperada de un ""Good Morning"" tradicional."
hanging_pike.png;El modelo está realizando un ejercicio que inherentemente requiere estar suspendido (indicado por la postura y el nombre 'hanging_pike'), pero no hay ningún soporte visible (barra, anillas, etc.) del cual se esté colgando. Esto crea una incoherencia crítica de gravedad, dando la ilusión de levitación sin un punto de anclaje físico, lo cual es biomecánicamente imposible en un entorno real.
heaving_snatch_balance.png;BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto. El ejercicio representado NO corresponde con el nombre de archivo 'heaving_snatch_balance.png'. La imagen muestra el inicio de un peso muerto o un tirón de arrancada (snatch pull), donde la barra se levanta desde el suelo. Un 'Heaving Snatch Balance' es un ejercicio donde la barra comienza sobre los hombros y se impulsa hacia arriba para ser atrapada en una sentadilla por encima de la cabeza, no se inicia desde el suelo en esta fase.
heavy_bag_thrust.png;El equipo (saco pesado) está FLOTANDO en el aire sin un sistema de suspensión visible que lo soporte, lo cual contradice las leyes de la gravedad para un objeto de su masa.
hip_circles__prone_.png;"El ejercicio representado no se corresponde con la denominación 'hip_circles__prone_'. La imagen muestra una extensión lumbar estática (similar a la postura de la cobra), mientras que un ""círculo de cadera prono"" implica un movimiento dinámico de la pierna, realizando rotaciones con la cadera desde una posición tumbada boca abajo. Esto constituye un ""Sujeto Incorrecto"" según la lista de verificación."
hip_extension_with_bands.png;"El ejercicio representado no se corresponde con una ejecución estándar o biomecánicamente eficiente de la ""extensión de cadera con bandas"". La configuración de la banda entre el pie y la mano, en esta postura, primaría un movimiento de remo o tracción con el brazo y la espalda, utilizando el pie como anclaje, en lugar de generar una resistencia efectiva y directa para la extensión de la articulación de la cadera."
hug_a_ball.png;BIOMECÁNICA/ANATOMÍA CRÍTICO - La ejecución del ejercicio (aparentemente una sentadilla o cuclillas con balón) presenta una marcada flexión lumbar (espalda baja redondeada) y una inclinación excesiva del torso hacia adelante. Esta postura se desvía significativamente de la ejecución real estándar y biomecánicamente óptima y segura de una sentadilla, la cual requiere una columna neutra para proteger la zona lumbar.
hug_knees_to_chest.png;Sujeto Incorrecto: La acción representada en la imagen ('hug_knees_to_chest.png') no coincide con el título o la descripción esperada. El modelo está arrodillado e inclinado hacia adelante con los brazos cruzados, pero no está abrazando activamente sus rodillas contra el pecho.
hyperextensions__back_extensions_.png;"BIOMECÁNICA/ANATOMÍA (CRÍTICO) - Sujeto Incorrecto: El ejercicio realizado en la imagen no corresponde con la ejecución estándar de una ""hiperextensión"" o ""extensión de espalda"", a pesar de usar la máquina diseñada para ello y del nombre de archivo. El modelo está ejecutando una variación de *ab rollout* o plancha apoyado en la máquina de hiperextensiones, lo cual no es el uso principal ni la técnica estándar del ejercicio implicado. Esto representa una incoherencia significativa entre el equipo, el nombre del ejercicio (implícito por el nombre del archivo) y la acción mostrada."
hyperextensions_with_no_hyperextension_bench.png;BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto. La imagen muestra una postura de cuadrupedia, que NO corresponde al ejercicio de hiperextensión aludido en el nombre del archivo 'hyperextensions_with_no_hyperextension_bench.png'. No se observa ninguna ejecución de hiperextensión ni equipo relacionado.
iliotibial_tract_smr.png;"El ejercicio representado en la imagen ('iliotibial_tract_smr.png') es biomecánicamente incorrecto para la liberación miofascial (SMR) del tracto iliotibial. La ejecución estándar para el tracto iliotibial requiere que la persona se coloque de lado sobre el rodillo, no en la posición de rodillas con las manos en el rodillo que se muestra, lo cual es más propio de un 'ab rollout' o SMR de cuádriceps. Esto viola la condición de ""Sujeto Incorrecto"" dentro de la categoría de BIOMECÁNICA/ANATOMÍA."
incline_barbell_triceps_extension.png;El ejercicio representado en la imagen (un press de hombros con barra en banco inclinado o una posición de front rack) no se corresponde con el ejercicio especificado en el nombre del archivo 'incline_barbell_triceps_extension'. La ejecución real estándar de una extensión de tríceps con barra en inclinado es un movimiento completamente diferente, típicamente realizado tumbado y extendiendo la barra sobre la cabeza. Esta incoherencia es crítica.
incline_bench_pull.png;"BIOMECÁNICA/ANATOMÍA - El ejercicio representado es incoherente y no corresponde a una ejecución real estándar. El modelo está en una posición de ""rack"" de sentadilla trasera (barbell high-bar back squat) pero sentado en un banco plano. Esta combinación no constituye un ejercicio funcional o biomecánicamente sensato, ya que la sentadilla requiere movimiento de las piernas y cadera para descender el centro de masa, y el press de hombros con la barra tan atrás no es la ejecución estándar ni óptima. No es un ""pull"" como sugiere el nombre de archivo, y como ejercicio aislado es ilógico."
incline_cable_chest_press.png;BIOMECÁNICA/ANATOMÍA: El ejercicio en la imagen, a pesar del nombre de archivo 'incline_cable_chest_press.png', NO se corresponde con la ejecución real estándar de un 'incline cable chest press'. Para un press inclinado, se requeriría un banco inclinado y los cables deberían provenir de una posición más baja para aplicar la resistencia adecuada. En la imagen, el modelo está sentado en un banco plano y los cables descienden desde una posición superior, lo que no permite la activación principal de las fibras superiores del pectoral como en un press inclinado estándar.
incline_cable_flye.png;BIOMECÁNICA/ANATOMÍA (CRÍTICO) - El ejercicio ejecutado no se corresponde con el nombre 'incline cable flye'. Un 'incline cable flye' tradicional trabaja la porción superior del pectoral, implicando un movimiento de las poleas bajas hacia arriba y al centro. La imagen muestra al modelo utilizando poleas altas para un movimiento que se dirige hacia abajo y al centro, lo cual es característico de un 'cable flye de polea alta a baja' o 'declinado', enfocado en la porción inferior/media del pectoral. Hay una incoherencia directa entre la ejecución mostrada y la descripción del ejercicio.
incline_dumbbell_curl.png;"El ejercicio representado en la imagen no corresponde con el nombre de archivo 'incline_dumbbell_curl'. Un ""incline dumbbell curl"" se realiza sentado en un banco inclinado para permitir un estiramiento profundo del bíceps. La imagen muestra un curl de bíceps de pie o en una postura de sentadilla parcial, lo cual es una ejecución biomecánica diferente y no la acción de un curl inclinado. Esto constituye una incoherencia crítica bajo el punto ""BIOMECÁNICA/ANATOMÍA (CRÍTICO) - ¿Sujeto Incorrecto?""."
incline_dumbbell_flyes.png;"BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto: El ejercicio representado en la imagen son elevaciones laterales con mancuernas (lateral raises), no ""incline dumbbell flyes"" como sugiere el nombre del archivo. La ejecución real estándar de un ""incline dumbbell fly"" se realiza tumbado en un banco inclinado, no sentado, y el patrón de movimiento es diferente."
incline_dumbbell_flyes___with_a_twist.png;BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto. La ejecución del ejercicio mostrada se asemeja a un *incline dumbbell press* (press de mancuernas inclinado), y no a un *incline dumbbell fly* (aperturas con mancuernas inclinadas), como indica el nombre del archivo. En las aperturas, los brazos deberían estar más extendidos y abducidos lateralmente para enfatizar el pectoral, mientras que aquí los codos están demasiado flexionados y las mancuernas demasiado juntas, lo cual es característico de un movimiento de press.
incline_dumbbell_press.png;"Biomecánica/Anatomía (Sujeto Incorrecto). La imagen se titula 'incline_dumbbell_press.png', pero el modelo está sentado en un banco plano realizando un press de hombros con mancuernas. Un ""incline dumbbell press"" requiere que el banco esté inclinado y la persona acostada, no sentada. La ejecución no corresponde con el ejercicio nombrado."
incline_hammer_curls.png;"BIOMECÁNICA/ANATOMÍA (CRÍTICO) - Sujeto Incorrecto. El ejercicio mostrado en la imagen es un ""standing hammer curl"" (curl de bíceps martillo de pie), mientras que el nombre de archivo 'incline_hammer_curls.png' hace referencia a un ""incline hammer curl"" (curl de bíceps martillo en banco inclinado). Estas son ejecuciones biomecánicamente distintas y, por lo tanto, el sujeto no está realizando el ejercicio que el archivo nominalmente representa."
incline_inner_biceps_curl.png;"Sujeto Incorrecto - El ejercicio representado en la imagen es un curl de bíceps con mancuernas inclinado hacia adelante o ""bent-over dumbbell curl"". Sin embargo, el nombre del archivo 'incline_inner_biceps_curl.png' se refiere a un ""incline biceps curl"", que por definición estándar en biomecánica y fitness se realiza tumbado sobre un banco inclinado. La ausencia del banco inclinado hace que la ejecución no coincida con la denominación del ejercicio."
incline_push_up.png;Incoherencia entre el nombre del archivo y la imagen. El archivo se llama 'incline_push_up.png', pero la imagen muestra una flexión de brazos estándar (hands-on-floor push-up) en una superficie plana, no una flexión inclinada (incline push-up) donde las manos deberían estar elevadas respecto a los pies.
incline_push_up_depth_jump.png;"Incoherencia biomecánica con el ejercicio descrito. El modelo está en el aire, lo cual es propio de un ""depth jump"", pero su posición respecto a la plataforma inclinada es inconsistente. La plataforma está situada de tal manera que no parece el punto inmediato de despegue o aterrizaje para una ""incline push-up depth jump"", creando una desconexión visual entre la acción del modelo y el equipo esencial para el ejercicio nombrado. La ejecución real estándar implicaría una relación espacial más directa y funcional entre el cuerpo y la superficie inclinada durante las fases clave del salto."
incline_push_up_reverse_grip.png;BIOMECÁNICA/ANATOMÍA - El nombre del archivo 'incline_push_up_reverse_grip.png' no concuerda con la ejecución visual del ejercicio. El modelo está realizando un 'push-up' con agarre neutro (palmas enfrentadas) utilizando barras, no un 'incline push-up' (donde las manos deberían estar elevadas respecto a los pies) ni un 'reverse grip push-up' (donde las palmas deberían apuntar hacia los pies). Esto representa una incoherencia crítica entre la descripción del ejercicio y su representación.
incline_push_up_wide.png;"BIOMECÁNICA/ANATOMÍA (CRÍTICO) - Sujeto Incorrecto. La imagen muestra la ejecución de una flexión de brazos (push-up) estándar con manos apoyadas en el suelo. Sin embargo, el nombre del archivo 'incline_push_up_wide.png' describe una ""flexión inclinada"", la cual requeriría que las manos del sujeto estuvieran elevadas sobre una superficie (banco, escalón, etc.). Por lo tanto, el ejercicio representado no corresponde con la descripción específica proporcionada en el nombre."
internal_rotation_with_band.png;"1. GRAVEDAD/LEVITACIÓN (CRÍTICO): Falta de sombra de contacto en la base del modelo, lo que no indica un apoyo real y sugiere levitación. 2. BIOMECÁNICA/ANATOMÍA (CRÍTICO): La postura del modelo con las bandas elásticas no corresponde a la ejecución estándar ni clara de una ""rotación interna"", como sugiere el nombre del archivo. La posición de los brazos y manos es más propia de un curl de bíceps o un ejercicio de tracción."
inverted_row.png;"BIOMECÁNICA/ANATOMÍA (Sujeto Incorrecto): La postura del modelo no se corresponde con la ejecución estándar y biomecánicamente eficiente de un ""inverted row"". El ejercicio como se muestra presenta una hiperextensión lumbar y cervical excesiva, que no es típica ni deseable para un remo invertido, cuyo objetivo es mantener una línea corporal más recta y estable."
iron_crosses__stretch_.png;"Sujeto Incorrecto. El ejercicio representado en la imagen es un split o salto en el aire (straddle jump). Sin embargo, el nombre de archivo 'iron_crosses__stretch_.png' sugiere una conexión con el ""Iron Cross"" de gimnasia. El ""Iron Cross"" tiene una ejecución real estándar muy específica (un elemento de gimnasia en anillas con el cuerpo en posición vertical y los brazos extendidos horizontalmente), que no se parece en absoluto a la pose mostrada en la imagen. La representación visual no coincide con el ejercicio estándar implícito en el título."
isometric_neck_exercise___front_and_back.png;La representación visual de la musculatura del cuello a través de una capa semitransparente sobre la piel es una incoherencia con la apariencia física real de un cuerpo humano en un entorno fotográfico. Aunque es un recurso ilustrativo, no cumple con la fidelidad visual de la superficie corporal, constituyendo una alteración de la realidad física.
