Routine_ID;Target;Order;Exercise;Sets;Reps;Rest;RPE
F-051;Female;3;Dumbbell Bulgarian Split Squat (Front Foot Elevated, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-051;Female;4;Barbell Reverse Lunge (Rear Foot Elevated, Tempo Negative);3;12-15;60s;RPE 9
F-051;Female;5;Sumo Deadlift (Barbell, High Rep, Light Weight);3-4;6-8;120s;RPE 8-9
F-051;Female;6;Cable Rear Delt Row (High Pulley, Single-Arm, Overhand, Tempo Negative);3;12-15;60s;RPE 9
F-052;Female;1;Dumbbell Deadlift (Stiff-Legged, Narrow Stance, High Rep);3-4;6-8;120s;RPE 8-9
F-052;Female;2;Kneeling Jump Squat;3-4;6-8;120s;RPE 8-9
F-052;Female;3;Single-Leg RDL (Dumbbell, Deficit, Glute Focus);3;12-15;60s;RPE 9
F-052;Female;4;Curtsy Lunge (Dumbbell);3;12-15;60s;RPE 9
F-052;Female;5;Zercher Lunge;3;12-15;60s;RPE 9
F-052;Female;6;Cross Body Hammer Curl;3;12-15;60s;RPE 9
F-053;Female;1;Kettlebell Pistol Squat;3-4;6-8;120s;RPE 8-9
F-053;Female;2;Cable Romanian Deadlift (V-Bar, Wide Stance);3-4;6-8;120s;RPE 8-9
F-053;Female;3;Dumbbell Bulgarian Split Squat (Front Foot Elevated, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-053;Female;4;Hyperextension (Weighted, Glute Focus, Tempo Negative);3;12-15;60s;RPE 9
F-053;Female;5;Dumbbell Squat;3-4;6-8;120s;RPE 8-9
F-053;Female;6;Stride Jump Crossover;3;12-15;60s;RPE 9
F-054;Female;1;Dumbbell Reverse Lunge (Front Foot Elevated, Glute Focus);3;12-15;60s;RPE 9
F-054;Female;2;Sumo Deadlift (Barbell, High Rep, Light Weight);3-4;6-8;120s;RPE 8-9
F-054;Female;3;Machine Hack Squat (Narrow Stance, Pause at Top);3-4;6-8;120s;RPE 8-9
F-054;Female;4;Kang Squat;3-4;6-8;120s;RPE 8-9
F-054;Female;5;Machine Hip Abduction (Torso Erect, High Rep);3;12-15;60s;RPE 9
F-054;Female;6;Dumbbell Bench Press (Heavy Load, Decline, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-055;Female;1;Landmine Hack Squat;3-4;6-8;120s;RPE 8-9
F-055;Female;2;Dumbbell Deadlift (Stiff-Legged, Narrow Stance, High Rep);3-4;6-8;120s;RPE 8-9
F-055;Female;3;Curtsy Lunge (Dumbbell);3;12-15;60s;RPE 9
F-055;Female;4;Dumbbell Sumo Squat (High Volume, Pulse Reps at Bottom);3-4;6-8;120s;RPE 8-9
F-055;Female;5;Deficit Reverse Lunge (Dumbbell);3;12-15;60s;RPE 9
F-055;Female;6;Cable Lateral Raise (Behind the Body);3;12-15;60s;RPE 9
F-056;Female;1;Cable Romanian Deadlift (V-Bar, Wide Stance);3-4;6-8;120s;RPE 8-9
F-056;Female;2;Barbell Glute Bridge (Banded, Slow Eccentric);3;12-15;60s;RPE 9
F-056;Female;3;Dumbbell Goblet Squat (Tempo Training, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-056;Female;4;Dumbbell Overhead Extension (Seated);3;12-15;60s;RPE 9
F-056;Female;5;Goblet Squat;3-4;6-8;120s;RPE 8-9
F-056;Female;6;Underhand Cable Pulldown;3;12-15;60s;RPE 9
F-057;Female;1;Barbell Deadlift;3-4;6-8;120s;RPE 8-9
F-057;Female;2;Dumbbell Goblet Squat (Banded, Feet Turned Out);3-4;6-8;120s;RPE 8-9
F-057;Female;3;Hyperextensions;3;12-15;60s;RPE 9
F-057;Female;4;Banded Clamshells;3;12-15;60s;RPE 9
F-057;Female;5;Single-Leg RDL (Kettlebell, Contralateral Hold, High Rep);3;12-15;60s;RPE 9
F-057;Female;6;Smith Machine Overhead Press (Front Rack, Seated);3-4;6-8;120s;RPE 8-9
F-058;Female;1;Machine Hack Squat (Wide Stance, High Rep);3-4;6-8;120s;RPE 8-9
F-058;Female;2;Dumbbell Split Squat (Rear Foot Elevated, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-058;Female;3;Kang Squat;3-4;6-8;120s;RPE 8-9
F-058;Female;4;Seated Abduction Machine (Forward Lean);3;12-15;60s;RPE 9
F-058;Female;5;Donkey Kicks (Smith Machine);3;12-15;60s;RPE 9
F-058;Female;6;Deep Sissy Squat (Bodyweight, Fixed Foot Position);3-4;6-8;120s;RPE 8-9
F-059;Female;1;Cable Glute Kickback (Standing, Extended Range);3;12-15;60s;RPE 9
F-059;Female;2;Cable Pull-Through (Deep Hip Hinge, High Rep);3;12-15;60s;RPE 9
F-059;Female;3;Hack Squat Machine (Narrow Stance, Low Rep Focus);3-4;6-8;120s;RPE 8-9
F-059;Female;4;Machine Hip Abduction (Torso Erect, Pause at Peak);3;12-15;60s;RPE 9
F-059;Female;5;Dumbbell Squat;3-4;6-8;120s;RPE 8-9
F-059;Female;6;Dumbbell Lateral Raise (Lying Incline, Pause at Peak);3;12-15;60s;RPE 9
F-060;Female;1;Lateral Lunge (Dumbbell);3;12-15;60s;RPE 9
F-060;Female;2;Reverse Nordic Curl;3;12-15;60s;RPE 9
F-060;Female;3;Cable Adduction (Standing, Contralateral Hold);3;12-15;60s;RPE 9
F-060;Female;4;Reverse Hack Squat;3-4;6-8;120s;RPE 8-9
F-060;Female;5;Single-Leg Hip Abduction (Cable, Standing, High Rep);3;12-15;60s;RPE 9
F-060;Female;6;Seated Machine Row (Underhand Grip);3;12-15;60s;RPE 9
F-061;Female;1;Dumbbell Reverse Lunge (Front Foot Elevated, Pause at Bottom);3;12-15;60s;RPE 9
F-061;Female;2;Hack Squat Machine (Medium Stance, Low Depth);3-4;6-8;120s;RPE 8-9
F-061;Female;3;Dumbbell Squat;3-4;6-8;120s;RPE 8-9
F-061;Female;4;Barbell Full Squat;3-4;6-8;120s;RPE 8-9
F-061;Female;5;Single-Leg RDL (Dumbbell, Torso Supported, High Rep);3;12-15;60s;RPE 9
F-061;Female;6;Dumbbell Clean and Press;3-4;6-8;120s;RPE 8-9
F-062;Female;1;Cable Adduction (Standing, Heavy Load, Low Rep);3;12-15;60s;RPE 9
F-062;Female;2;Front Foot Elevated Split Squat;3-4;6-8;120s;RPE 8-9
F-062;Female;3;Stiff-Leg Barbell Deadlift;3-4;6-8;120s;RPE 8-9
F-062;Female;4;Seated Abduction Machine (Forward Lean);3;12-15;60s;RPE 9
F-062;Female;5;Reverse Lunge to Knee Drive;3;12-15;60s;RPE 9
F-062;Female;6;Cable Curl (Low Pulley, D-Handle, Single-Arm);3;12-15;60s;RPE 9
F-063;Female;1;Dumbbell Goblet Squat (Tempo Training, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-063;Female;2;Single-Leg Romanian Deadlift (Dumbbell, Torso Supported, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-063;Female;3;Barbell Deadlift;3-4;6-8;120s;RPE 8-9
F-063;Female;4;Zercher Lunge;3;12-15;60s;RPE 9
F-063;Female;5;Smith Machine Split Squat (Deficit, Pause Reps);3-4;6-8;120s;RPE 8-9
F-063;Female;6;Zottman Curl (Standing);3;12-15;60s;RPE 9
F-064;Female;1;Banded Hip Thrust;3;12-15;60s;RPE 9
F-064;Female;2;Dumbbell Romanian Deadlift (RDL);3-4;6-8;120s;RPE 8-9
F-064;Female;3;Barbell Step-Ups (Box, Low Rep, Pause at Peak);3;12-15;60s;RPE 9
F-064;Female;4;Narrow Stance Hack Squat;3-4;6-8;120s;RPE 8-9
F-064;Female;5;Hack Squat Machine (Wide Stance, Pause at Top);3-4;6-8;120s;RPE 8-9
F-064;Female;6;Cable Crossover;3;12-15;60s;RPE 9
F-065;Female;1;Pin Squat;3-4;6-8;120s;RPE 8-9
F-065;Female;2;Sumo Deadlift (Barbell, Pause Below Knee);3-4;6-8;120s;RPE 8-9
F-065;Female;3;Barbell Step-Ups (Reverse, Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
F-065;Female;4;Poliquin Step-Up;3;12-15;60s;RPE 9
F-065;Female;5;Hack Squat Machine (Medium Stance, Low Depth);3-4;6-8;120s;RPE 8-9
F-065;Female;6;Glute Ham Raise (GHR);3;12-15;60s;RPE 9
F-066;Female;1;Leg Extension (Single-Leg, Pause at Top);3;12-15;60s;RPE 9
F-066;Female;2;Smith Machine Split Squat (Deficit, Pause Reps);3-4;6-8;120s;RPE 8-9
F-066;Female;3;Plie Squat;3-4;6-8;120s;RPE 8-9
F-066;Female;4;Machine Seated Curl (Wide Stance, Pause at Peak);3;12-15;60s;RPE 9
F-066;Female;5;Dumbbell Overhead Extension (Seated);3;12-15;60s;RPE 9
F-066;Female;6;Rocket Jump;3;12-15;60s;RPE 9
F-067;Female;1;Safety Bar Squat;3-4;6-8;120s;RPE 8-9
F-067;Female;2;Hack Squat Machine (Medium Stance, Low Depth, High Rep);3-4;6-8;120s;RPE 8-9
F-067;Female;3;Single-Leg RDL (Kettlebell, Contralateral Hold, High Rep);3;12-15;60s;RPE 9
F-067;Female;4;Weighted Sissy Squat;3-4;6-8;120s;RPE 8-9
F-067;Female;5;Reverse Hyperextension;3;12-15;60s;RPE 9
F-067;Female;6;Cable Curl (Low Pulley, D-Handle, Single-Arm);3;12-15;60s;RPE 9
F-068;Female;1;Pause Squat;3-4;6-8;120s;RPE 8-9
F-068;Female;2;Cable Adduction (Standing, Heavy Load, Tempo Negative);3;12-15;60s;RPE 9
F-068;Female;3;Zercher Deadlift;3-4;6-8;120s;RPE 8-9
F-068;Female;4;Landmine Curtsy Lunge;3;12-15;60s;RPE 9
F-068;Female;5;Dumbbell Squat;3-4;6-8;120s;RPE 8-9
F-068;Female;6;Cable Triceps Kickback (Kneeling, Rope Attachment);3;12-15;60s;RPE 9
F-069;Female;1;Stiff-Leg Barbell Deadlift;3-4;6-8;120s;RPE 8-9
F-069;Female;2;Glute Bridge March;3;12-15;60s;RPE 9
F-069;Female;3;Smith Machine Lunge (Rear Foot Elevated, Glute Focus);3;12-15;60s;RPE 9
F-069;Female;4;Reverse Lunge (Dumbbell);3;12-15;60s;RPE 9
F-069;Female;5;Barbell Reverse Lunge (Deficit, Pause at Bottom);3;12-15;60s;RPE 9
F-069;Female;6;Chest and Front Shoulder Stretch;3;12-15;60s;RPE 9
F-070;Female;1;Single-Leg RDL (Dumbbell, Torso Supported, High Rep);3;12-15;60s;RPE 9
F-070;Female;2;Step-Up (Dumbbell);3;12-15;60s;RPE 9
F-070;Female;3;Dumbbell Reverse Lunge (Front Foot Elevated, Tempo Negative);3;12-15;60s;RPE 9
F-070;Female;4;Heel Elevated Goblet Squat;3-4;6-8;120s;RPE 8-9
F-070;Female;5;Seated Abduction Machine (Forward Lean);3;12-15;60s;RPE 9
F-070;Female;6;EZ-Bar Curl (Standing, Reverse Grip, Tempo Training);3;12-15;60s;RPE 9
F-071;Female;1;Barbell Hack Squat;3-4;6-8;120s;RPE 8-9
F-071;Female;2;Dumbbell Split Squat (Rear Foot Elevated, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-071;Female;3;Reverse Hack Squat;3-4;6-8;120s;RPE 8-9
F-071;Female;4;Zercher Lunge;3;12-15;60s;RPE 9
F-071;Female;5;Machine Hip Abduction (Torso Erect, High Rep);3;12-15;60s;RPE 9
F-071;Female;6;Cable Rear Delt Row (Rope Attachment, Face-Pull Height);3;12-15;60s;RPE 9
F-072;Female;1;Barbell Step-Ups (Explosive, High Box, Tempo Negative);3;12-15;60s;RPE 9
F-072;Female;2;Walking Lunges (Dumbbells, Long Stride);3;12-15;60s;RPE 9
F-072;Female;3;Landmine Curtsy Lunge;3;12-15;60s;RPE 9
F-072;Female;4;Single-Leg RDL (Dumbbell, Balance Focus, Eyes Closed);3;12-15;60s;RPE 9
F-072;Female;5;Hyperextension (Weighted, Glute Focus, High Rep);3;12-15;60s;RPE 9
F-072;Female;6;Single-Arm Dumbbell Row (Kneeling, Rotation Focus);3;12-15;60s;RPE 9
F-073;Female;1;Dumbbell Reverse Lunge (Rear Foot Elevated, Pause at Bottom);3;12-15;60s;RPE 9
F-073;Female;2;Banded Clamshells;3;12-15;60s;RPE 9
F-073;Female;3;Leg Extension (Banded, Pulse Reps);3;12-15;60s;RPE 9
F-073;Female;4;Single-Leg Box Squat;3-4;6-8;120s;RPE 8-9
F-073;Female;5;Dumbbell Bulgarian Split Squat (Front Foot Elevated, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-073;Female;6;Dumbbell Concentration Curl (Seated, High Rep, Long Head);3;12-15;60s;RPE 9
F-074;Female;1;Dumbbell Sumo Deadlift (Deficit, Pause Reps);3-4;6-8;120s;RPE 8-9
F-074;Female;2;Single-Leg Romanian Deadlift (Dumbbell, Torso Supported, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-074;Female;3;Hyperextension (Weighted, Glute Focus, Tempo Negative);3;12-15;60s;RPE 9
F-074;Female;4;Machine Hack Squat (Wide Stance, High Rep);3-4;6-8;120s;RPE 8-9
F-074;Female;5;Deficit Deadlift;3-4;6-8;120s;RPE 8-9
F-074;Female;6;Finger Curls;3;12-15;60s;RPE 9
F-075;Female;1;Zercher Deadlift;3-4;6-8;120s;RPE 8-9
F-075;Female;2;Dumbbell Deadlift (Stiff-Legged, Narrow Stance, High Rep);3-4;6-8;120s;RPE 8-9
F-075;Female;3;Sumo Deadlift;3-4;6-8;120s;RPE 8-9
F-075;Female;4;Kettlebell Pistol Squat;3-4;6-8;120s;RPE 8-9
F-075;Female;5;Deficit Reverse Lunge (Dumbbell);3;12-15;60s;RPE 9
F-075;Female;6;Barbell Curl (Standing, Tempo Training);3;12-15;60s;RPE 9
F-076;Female;1;Hack Squat Machine (Narrow Stance, Low Foot, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-076;Female;2;Barbell Hack Squat;3-4;6-8;120s;RPE 8-9
F-076;Female;3;Cable Hyperextension (Rope Attachment, Glute Focus, Pause at Peak);3;12-15;60s;RPE 9
F-076;Female;4;Kas Glute Bridge;3;12-15;60s;RPE 9
F-076;Female;5;Leg Extension (Single-Leg, Pause at Top);3;12-15;60s;RPE 9
F-076;Female;6;Dumbbell Bench Press (Neutral Grip);3-4;6-8;120s;RPE 8-9
F-077;Female;1;Fire Hydrant (Weighted);3;12-15;60s;RPE 9
F-077;Female;2;Barbell Side Split Squat;3-4;6-8;120s;RPE 8-9
F-077;Female;3;Walking Lunges (Dumbbells, Long Stride);3;12-15;60s;RPE 9
F-077;Female;4;Barbell Full Squat;3-4;6-8;120s;RPE 8-9
F-077;Female;5;Single-Leg RDL (Dumbbell, Balance Focus, Unstable Surface);3;12-15;60s;RPE 9
F-077;Female;6;Atlas Stones;3;12-15;60s;RPE 9
F-078;Female;1;Cable Side Kick (Standing, Flexed Foot);3;12-15;60s;RPE 9
F-078;Female;2;Cable Kickback (Gluteus Medius Focus, Side-Angled);3;12-15;60s;RPE 9
F-078;Female;3;Hack Squat Machine (Medium Stance, Low Depth, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-078;Female;4;Reverse Hack Squat;3-4;6-8;120s;RPE 8-9
F-078;Female;5;Front Foot Elevated Split Squat;3-4;6-8;120s;RPE 8-9
F-078;Female;6;Dumbbell Concentration Curl (Seated, High Rep, Long Head);3;12-15;60s;RPE 9
F-079;Female;1;Dumbbell Bulgarian Split Squat (Front Foot Elevated, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-079;Female;2;Single-Leg RDL (Kettlebell, Contralateral Hold, High Rep);3;12-15;60s;RPE 9
F-079;Female;3;Banded Hip Thrust;3;12-15;60s;RPE 9
F-079;Female;4;Dumbbell Split Squat (Rear Foot Elevated, Feet Close, High Rep);3-4;6-8;120s;RPE 8-9
F-079;Female;5;Kettlebell Pistol Squat;3-4;6-8;120s;RPE 8-9
F-079;Female;6;Incline Barbell Bench Press;3-4;6-8;120s;RPE 8-9
F-080;Female;1;Kas Glute Bridge;3;12-15;60s;RPE 9
F-080;Female;2;Dumbbell Deadlift (Stiff-Legged, Heavy Load);3-4;6-8;120s;RPE 8-9
F-080;Female;3;Cable Pull-Through (Rope, High Rep, Max Pump);3;12-15;60s;RPE 9
F-080;Female;4;Reverse Lunge to Knee Drive;3;12-15;60s;RPE 9
F-080;Female;5;Single-Leg Romanian Deadlift (Dumbbell, Torso Supported, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-080;Female;6;Barbell Bent-Over Row (Underhand Grip, Mid Stance);3;12-15;60s;RPE 9
F-081;Female;1;Reverse Lunge to Knee Drive;3;12-15;60s;RPE 9
F-081;Female;2;Dumbbell Sumo Squat (High Volume, Pulse Reps at Bottom);3-4;6-8;120s;RPE 8-9
F-081;Female;3;B-Stance RDL;3;12-15;60s;RPE 9
F-081;Female;4;Stiff-Leg Barbell Deadlift;3-4;6-8;120s;RPE 8-9
F-081;Female;5;Hack Squat Machine (Narrow Stance, Low Rep Focus);3-4;6-8;120s;RPE 8-9
F-081;Female;6;Barbell Curl;3;12-15;60s;RPE 9
F-082;Female;1;Hack Squat Machine (Narrow Stance, Low Rep Focus);3-4;6-8;120s;RPE 8-9
F-082;Female;2;Kettlebell Pistol Squat;3-4;6-8;120s;RPE 8-9
F-082;Female;3;Dumbbell Goblet Squat (Elevated Heels);3-4;6-8;120s;RPE 8-9
F-082;Female;4;Reverse Hack Squat;3-4;6-8;120s;RPE 8-9
F-082;Female;5;Poliquin Step-Up;3;12-15;60s;RPE 9
F-082;Female;6;Lat Pulldown (V-Bar, Close Stance, Pause at Peak);3;12-15;60s;RPE 9
F-083;Female;1;Leg Extension (Single-Leg, Pause at Top);3;12-15;60s;RPE 9
F-083;Female;2;Single-Leg Hip Abduction (Cable, Standing, High Rep);3;12-15;60s;RPE 9
F-083;Female;3;Cable Adduction (Standing, Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
F-083;Female;4;Dumbbell Goblet Squat (Elevated Heels);3-4;6-8;120s;RPE 8-9
F-083;Female;5;Hack Squat Machine (Medium Stance, Low Depth, High Rep);3-4;6-8;120s;RPE 8-9
F-083;Female;6;Single-Arm Cable Extension (Overhead, Kneeling);3;12-15;60s;RPE 9
F-084;Female;1;Donkey Kicks (Smith Machine);3;12-15;60s;RPE 9
F-084;Female;2;Reverse Hyperextension (Stability Ball);3;12-15;60s;RPE 9
F-084;Female;3;Barbell Step-Ups (Box, Low Rep, Pause at Peak);3;12-15;60s;RPE 9
F-084;Female;4;Machine Seated Curl (Wide Stance, Pause at Peak);3;12-15;60s;RPE 9
F-084;Female;5;Reverse Lunge to Knee Drive;3;12-15;60s;RPE 9
F-084;Female;6;Anterior Tibialis SMR;3;12-15;60s;RPE 9
F-085;Female;1;Cable Romanian Deadlift (V-Bar, Wide Stance);3-4;6-8;120s;RPE 8-9
F-085;Female;2;Machine Hack Squat (Narrow Stance, Pause at Top);3-4;6-8;120s;RPE 8-9
F-085;Female;3;Cable Pull-Through (Deep Hip Hinge, High Rep);3;12-15;60s;RPE 9
F-085;Female;4;Reverse Hack Squat;3-4;6-8;120s;RPE 8-9
F-085;Female;5;Barbell Front Squat (High Bar, Deep Depth);3-4;6-8;120s;RPE 8-9
F-085;Female;6;Barbell Bent-Over Row (Wide Grip, Reverse Grip);3;12-15;60s;RPE 9
F-086;Female;1;Front Foot Elevated Split Squat;3-4;6-8;120s;RPE 8-9
F-086;Female;2;Smith Machine Split Squat (Deficit, Pause Reps);3-4;6-8;120s;RPE 8-9
F-086;Female;3;Barbell Deadlift;3-4;6-8;120s;RPE 8-9
F-086;Female;4;Cable Step-Up;3;12-15;60s;RPE 9
F-086;Female;5;Cable Adduction (Standing, Heavy Load, Tempo Negative);3;12-15;60s;RPE 9
F-086;Female;6;Barbell Reverse Curl (Standing, Close Grip);3;12-15;60s;RPE 9
F-087;Female;1;Cable Adduction (Standing, Contralateral Hold);3;12-15;60s;RPE 9
F-087;Female;2;Barbell Hack Squat;3-4;6-8;120s;RPE 8-9
F-087;Female;3;Leg Extension (Single-Leg, Pause at Top);3;12-15;60s;RPE 9
F-087;Female;4;Lateral Lunge (Dumbbell);3;12-15;60s;RPE 9
F-087;Female;5;Goblet Squat;3-4;6-8;120s;RPE 8-9
F-087;Female;6;Decline Dumbbell Bench Press;3-4;6-8;120s;RPE 8-9
F-088;Female;1;Lateral Lunge (Dumbbell);3;12-15;60s;RPE 9
F-088;Female;2;Cable Pull-Through (Deep Hip Hinge, Pause at Peak);3;12-15;60s;RPE 9
F-088;Female;3;Barbell Step-Ups (Box, Low Rep, Pause at Peak);3;12-15;60s;RPE 9
F-088;Female;4;Machine Seated Curl (Wide Stance, High Rep);3;12-15;60s;RPE 9
F-088;Female;5;Machine Hack Squat (Wide Stance, High Rep);3-4;6-8;120s;RPE 8-9
F-088;Female;6;Incline Pronated-Grip Dumbbell Press;3-4;6-8;120s;RPE 8-9
F-089;Female;1;Hack Squat Machine (Medium Stance, Low Depth, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-089;Female;2;Dumbbell Deadlift (Stiff-Legged, Narrow Stance, High Rep);3-4;6-8;120s;RPE 8-9
F-089;Female;3;Dumbbell Sumo Squat (High Volume, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-089;Female;4;Kettlebell Pistol Squat;3-4;6-8;120s;RPE 8-9
F-089;Female;5;Banded Clamshells;3;12-15;60s;RPE 9
F-089;Female;6;Glute Ham Raise (GHR);3;12-15;60s;RPE 9
F-090;Female;1;Sumo Deadlift (Barbell, Pause Below Knee);3-4;6-8;120s;RPE 8-9
F-090;Female;2;Kneeling Jump Squat;3-4;6-8;120s;RPE 8-9
F-090;Female;3;Single-Leg RDL (Dumbbell, Deficit, Glute Focus);3;12-15;60s;RPE 9
F-090;Female;4;Machine Seated Curl (Wide Stance, Slow Negative);3;12-15;60s;RPE 9
F-090;Female;5;Donkey Kicks (Smith Machine);3;12-15;60s;RPE 9
F-090;Female;6;Reverse Wrist Curl;3;12-15;60s;RPE 9
F-091;Female;1;Safety Bar Squat;3-4;6-8;120s;RPE 8-9
F-091;Female;2;Banded Hip Thrust;3;12-15;60s;RPE 9
F-091;Female;3;Hack Squat Machine (Medium Stance, Low Depth, High Rep);3-4;6-8;120s;RPE 8-9
F-091;Female;4;Landmine Squat;3-4;6-8;120s;RPE 8-9
F-091;Female;5;Barbell Deadlift;3-4;6-8;120s;RPE 8-9
F-091;Female;6;Bayesian Curl;3;12-15;60s;RPE 9
F-092;Female;1;Safety Bar Squat;3-4;6-8;120s;RPE 8-9
F-092;Female;2;Hack Squat Machine (Wide Stance, Pause at Top);3-4;6-8;120s;RPE 8-9
F-092;Female;3;Barbell Step-Ups (Box, Low Rep, Pause at Peak);3;12-15;60s;RPE 9
F-092;Female;4;Single-Leg RDL (Kettlebell, Contralateral Hold, High Rep);3;12-15;60s;RPE 9
F-092;Female;5;Cable Side Kick (Standing, Flexed Foot);3;12-15;60s;RPE 9
F-092;Female;6;Box Jump (Multiple Response);3;12-15;60s;RPE 9
F-093;Female;1;Dumbbell Bulgarian Split Squat (Front Foot Elevated, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-093;Female;2;Sumo Deadlift (Trap Bar, Elevated Stance, Heavy Load);3-4;6-8;120s;RPE 8-9
F-093;Female;3;Frog Pump;3;12-15;60s;RPE 9
F-093;Female;4;Single-Leg RDL (Dumbbell, Torso Supported, High Rep);3;12-15;60s;RPE 9
F-093;Female;5;Anderson Squat;3-4;6-8;120s;RPE 8-9
F-093;Female;6;Serratus Punch;3;12-15;60s;RPE 9
F-094;Female;1;Single-Leg RDL (Dumbbell, Balance Focus, Unstable Surface);3;12-15;60s;RPE 9
F-094;Female;2;Dumbbell Goblet Squat (Banded, Feet Turned Out);3-4;6-8;120s;RPE 8-9
F-094;Female;3;Dumbbell Reverse Lunge (Front Foot Elevated, Glute Focus);3;12-15;60s;RPE 9
F-094;Female;4;Dumbbell Split Squat (Rear Foot Elevated, Feet Close, High Rep);3-4;6-8;120s;RPE 8-9
F-094;Female;5;Dumbbell Split Squat (Rear Foot Elevated, Close Stance, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-094;Female;6;Single-Arm Cable Curl (Pronated Grip, High Pulley);3;12-15;60s;RPE 9
F-095;Female;1;Hack Squat Machine (Narrow Stance, Low Rep Focus);3-4;6-8;120s;RPE 8-9
F-095;Female;2;Heel Elevated Goblet Squat;3-4;6-8;120s;RPE 8-9
F-095;Female;3;Smith Machine Split Squat (Deficit, Pause Reps);3-4;6-8;120s;RPE 8-9
F-095;Female;4;Machine Hack Squat (Medium Stance, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-095;Female;5;Reverse Lunge (Dumbbell);3;12-15;60s;RPE 9
F-095;Female;6;Dumbbell Incline Press (Neutral Grip, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-096;Female;1;Machine Hack Squat (Narrow Stance, Pause at Top);3-4;6-8;120s;RPE 8-9
F-096;Female;2;Frog Pump;3;12-15;60s;RPE 9
F-096;Female;3;Cable Romanian Deadlift (V-Bar, Wide Stance);3-4;6-8;120s;RPE 8-9
F-096;Female;4;B-Stance RDL;3;12-15;60s;RPE 9
F-096;Female;5;Dumbbell Reverse Lunge (Front Foot Elevated, Tempo Negative);3;12-15;60s;RPE 9
F-096;Female;6;Dumbbell Incline Press (Neutral Grip, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-097;Female;1;Zercher Lunge;3;12-15;60s;RPE 9
F-097;Female;2;Dumbbell Lunge;3;12-15;60s;RPE 9
F-097;Female;3;Pin Squat;3-4;6-8;120s;RPE 8-9
F-097;Female;4;Dumbbell One-Arm Triceps Extension;3;12-15;60s;RPE 9
F-097;Female;5;Cable Adduction (Standing, Heavy Load, Tempo Negative);3;12-15;60s;RPE 9
F-097;Female;6;EZ-Bar Biceps Curl (Preacher Curl, Wide Grip);3;12-15;60s;RPE 9
F-098;Female;1;Dumbbell Reverse Lunge (Front Foot Elevated, Glute Focus);3;12-15;60s;RPE 9
F-098;Female;2;Barbell Step-Ups (Reverse, Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
F-098;Female;3;Cable Hyperextension (Rope Attachment, Glute Focus, Pause at Peak);3;12-15;60s;RPE 9
F-098;Female;4;Landmine RDL;3;12-15;60s;RPE 9
F-098;Female;5;Single-Leg RDL (Kettlebell, Contralateral Hold, High Rep);3;12-15;60s;RPE 9
F-098;Female;6;Lat Pulldown (Neutral Grip, Close Bar, Pause at Peak);3;12-15;60s;RPE 9
F-099;Female;1;Reverse Lunge to Knee Drive;3;12-15;60s;RPE 9
F-099;Female;2;Walking Lunges (Dumbbells, Long Stride);3;12-15;60s;RPE 9
F-099;Female;3;Barbell Front Squat (Paused Reps, High Bar);3-4;6-8;120s;RPE 8-9
F-099;Female;4;B-Stance RDL;3;12-15;60s;RPE 9
F-099;Female;5;Deficit Deadlift;3-4;6-8;120s;RPE 8-9
F-099;Female;6;Weighted Parallel Bar Dips (Leaning Forward);3;12-15;60s;RPE 9
F-100;Female;1;Narrow Stance Hack Squat;3-4;6-8;120s;RPE 8-9
F-100;Female;2;Hack Squat Machine (Medium Stance, Low Depth, High Rep);3-4;6-8;120s;RPE 8-9
F-100;Female;3;Kas Glute Bridge;3;12-15;60s;RPE 9
F-100;Female;4;Barbell Side Split Squat;3-4;6-8;120s;RPE 8-9
F-100;Female;5;Dumbbell Romanian Deadlift (RDL);3-4;6-8;120s;RPE 8-9
F-100;Female;6;Chest-Supported Dumbbell Row;3;12-15;60s;RPE 9
F-101;Female;1;Poliquin Step-Up;3;12-15;60s;RPE 9
F-101;Female;2;Dumbbell Reverse Lunge (Front Foot Elevated, Glute Focus);3;12-15;60s;RPE 9
